ifsc,bank_id,branch,address,city,district,state,bank_name
IDIB000V106,18,VERSOVA,"19,20&21 POSEIDON BUILDINGOFF YARIROADNEAR RAJ CLASSICVERSOVA  MUMBAI MAHARASHTRA-400061",MUMBAI,GREATER BOMBAY,MAHARASHTRA,INDIAN BANK
IDIB000V108,18,VELLALUR,5/12 ASOKAR STREET  ROSE GARDEN  VELLALUR COIMBATORETAMIL NADU - 641111,VELLALUR,COIMBATORE,TAMIL NADU,INDIAN BANK
IDIB000V109,18,VAIKOM,RAHEJA TIOWERS  TEMPLE BOAT JETTY ROAD  WESTE GATE VAIKOM  VAIKOM KOTTAYAM KERALA- 686141,VAIKOM,KOTTAYAM,KERALA,INDIAN BANK
IDIB000V110,18,VAITHEESWARAN KOIL,"NO.17  MILLADI STREET  VAIDESWARAN KOIL, SIRKAZHI TALUK  VAIDESWARAN KOIL NAGAPATINAM DIST TAMIL NADU- 609117",VAITHEESWARANKOIL,NAGAPATTINAM,TAMIL NADU,INDIAN BANK
IDIB000V111,18,VEPPAMPATTU,2/26  C T H ROAD  VEPPAMPATTU TIRUVALLUR TAMIL NADU-602024,VEPPAMPATTU,THIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000V112,18,VADANAPALLY,"THOTTUNGAL TOWERS, N H 17, CHILANKA JUNCTION, VADANAPALLY, THRISSUR, KERALA",VADANAPPALLY,THRISSUR,KERALA,INDIAN BANK
IDIB000V113,18,VIVEKANANDA NAGAR,"52, VIVEKANANDA MAIN ROAD, KOLATHUR, CHENNAI - 600099",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000V114,18,VENKATAPURAM,"VENKATAPURAM VILLAGE,DHAROOR MANDAL,MAHABOOBNAGAR DIST,A P,PIN 509001",VENKATAPURAM,MAHBUBNAGAR,ANDHRA PRADESH,INDIAN BANK
IDIB000V115,18,VENGUR,"NO. 5, MOOVENDHAR NAGAR, KALLANAI ROAD, VENGUR, TRICHY DIST, TAMIL NADU, PIN - 620013",TRICHY,TIRUCHIRAPALLI,TAMIL NADU,INDIAN BANK
IDIB000V116,18,SOLAPUR,"1ST FLOOR, JAI HIND HOUSE, VIJAPUR ROAD, KOTNIS NAGAR, VIJAPUR ROAD",SOLAPUR,SOLAPUR,MAHARASHTRA,INDIAN BANK
IDIB000V117,18,VADAKALUR,"PANCHAYAT BUILDING,NEAR MAIN ROAD BUS STOP,VADAKALUR ANNUR PO,COIMBATORE DIST,TAMIL NADU,PIN 641 653",COIMBATORE,COIMBATORE,TAMIL NADU,INDIAN BANK
IDIB000V118,18,VASUNDHARA,"C 40 UPPER GROUND, TEN TOWER SECTOR 15 GHAZIABAD UTTARPRADESH 201012",GHAZIABAD,GHAZIABAD,UTTAR PRADESH,INDIAN BANK
IDIB000V119,18,VASTRAL,"KG 1,2,3 SAHAJ COMPLEX, OPP KARNAVATI MEGA MALL, CROSS ROAD VASTRAL, AHMEDABAD",AHMEDABAD,AHMEDABAD,GUJARAT,INDIAN BANK
IDIB000V120,18,VERKILAMBI,"5 CRGB COMPLEX, KAPPUVILAI, VERKILAMBI ,KANYAKUMARI DIST, TAMIL NADU, PIN 629146",VERKIZHAMBI,KANYAKUMARI,TAMIL NADU,INDIAN BANK
IDIB000V121,18,VEPPUR,"NEAR KNR PETROL BUNK, VEPUR KOTTU ROAD, SEPPAKKAM, VEPPUR, CUDDALORE DIST, TAMILNADU, PIN 606304",VEPPUR,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000V122,18,VEDASANDUR,"KAMARAJAR COMPLEX,KUNKUMA KALIAMMAN KOIL STREET,VEDASANDUR, DINDIGUL DIST, TAMIL NADU, PIN-624710",VEDASANDUR,DINDIGUL,TAMIL NADU,INDIAN BANK
IDIB000V123,18,VESU,"PLOT NO 4, THE ADDRESS BUSINESS HUB, AADARSH SOCIETY, VESU, SURAT DIST, GUJARAT PIN 395007",VESU,SURAT,GUJARAT,INDIAN BANK
IDIB000V124,18,VARICHIKUDI,"RS NO 280/5/B, MAIN ROAD, VARICHIKUDI,KOTTUCHERRY TALUK, KARAIKAL DIST, PUDUCHERRY PIN-609609",KOTTUCHERRY,KARAIKAL,PUDUCHERRY,INDIAN BANK
IDIB000V125,18,VILANGUDI,"GF 6, PARSN SAMRUDHI MAHAL, OPP. FATIMA COLLEGE, MADURAI, TAMIL NADU, PIN-625018",MADURAI,MADURAI,TAMIL NADU,INDIAN BANK
IDIB000V126,18,VIKAS NAGAR,"RING ROAD, VIKAS NAGAR, OPP. JAGRANI HOSPITAL, LUCKNOW - 226022",LUCKNOW,LUCKNOW,UTTAR PRADESH,INDIAN BANK
IDIB000V127,18,VIVEK VIHAR,"A-7, VIVEK VIHAR PHASE II, DELHI, PIN - 110095",DELHI,DELHI,DELHI,INDIAN BANK
IDIB000V128,18,VAGURAMPATTI,"6-807 TRICHY MAIN ROAD, NETHAJI NAGAR, VAGURAMPATTI, NAMAKKAL DIST, TAMILNADU, PIN-637001",NAMAKKAL,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000V129,18,VENNAMPATTI,"60 FT ROAD, HOUSING BOARD, VENNAMPATTI, DHARMAPURI DIST, TAMILNADU, PIN-636705",DHARMAPURI,DHARMAPURI,TAMIL NADU,INDIAN BANK
IDIB000V130,18,VINAYAGAPURAM,"111-77 PERAMBUR RED HILLS ROAD,VINAYAGAPURAM, CHENNAI, TAMILNADU, PIN-600099",RED HILLS,THIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000V131,18,VANDIYUR,"2-814, ANUMARPATTTI, VANDIYUR POST, MADURAI, TAMILNADU, PIN-625020",MADURAI,MADURAI,TAMIL NADU,INDIAN BANK
IDIB000V132,18,VELANKANNI,"20, MAIN ROAD, VELANKANNI, NAGAPATTINAM DIST, TAMILNADU, PIN-611111",VELANGANNI,NAGAPATTINAM,TAMIL NADU,INDIAN BANK
IDIB000V133,18,VANCHIYOOR,"TC 27/1283,GROUND FLOOR, CONVENT RAOD, VANCHIYOOR JUNCTION, TRIVANDRUM, PIN-695035",THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,KERALA,INDIAN BANK
IDIB000V134,18,VENJARAMOODU,"2/895/B, MAJESTIC SQUARE, GROUND FLOOR, M.C.ROAD, VENJARAMOODU, TRIVANDRUM, PIN-695607",VAMANAPURAM,THIRUVANANTHAPURAM,KERALA,INDIAN BANK
IDIB000W001,18,WADALA,"PARUTHI NIWAS  205-B, RABI AHMED KIDWAI ROA  WADALA400031",MUMBAI,GREATER MUMBAI,MAHARASHTRA,INDIAN BANK
IDIB000W002,18,WALAJABAD,78 RAJA STREET WALAJABAD 631605,WALAJABAD,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000W004,18,WARANGAL,"NO.14-2-153, J.P.N. ROAD,MANDI BAZAARWARANGAL  506002",WARANGAL,WARANGAL,ANDHRA PRADESH,INDIAN BANK
IDIB000W005,18,WEST MAMBALAM,NO.52ARYA GOWDA ROADWEST MAMBALAM  600033,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000W006,18,WEST PATEL NAGAR,"3/1, WEST PATEL NAGAR NEW DELHI110008110008",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000W007,18,WILLINGTON ISLAND,"P B NO 531, 24 / 1395,VENKITARAMAN ROAD, WILLINGDON ISERNAKULAM 682003",KOCHI,ERNAKULAM,KERALA,INDIAN BANK
IDIB000W008,18,WORAIYUR,"P B NO 229121, WALAJAH ROADWORAIYUR  620003",TIRUCHIRAPPALLI,TIRUCHIORAPPALLI,TAMIL NADU,INDIAN BANK
IDIB000W009,18,WASHERMANPET,"530, TIRUVOTTIYUR HIGH ROADWASHERMANPETCHENNAI600021",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000W010,18,WALAJAPET,49 TRUNK ROAD WALAJAPET 632513,WALAJAPET,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000W011,18,WANDIWASH,"86, BAZAAR STREETWANDIWASH604408",VANDAVASI,TIRUVANNAMALAI,TAMIL NADU,INDIAN BANK
IDIB000W013,18,WARDHAMAN NAGAR,"PLOT NO 51A,WARDHAMAN NAGARNEAR AMBEDKAR SQAURE, NAGPUR  440008",NAGPUR,NAGPUR,MAHARASHTRA,INDIAN BANK
IDIB000W014,18,WANOWRIE  PUNE,1ST FLOOR VISHAL ENCLAVE TATYA TOPE SOCIETY KEDARI GARDEN JUNCTION WANWADI PUNE - 411 040,PUNE,PUNE,MAHARASHTRA,INDIAN BANK
IDIB000W015,18,WAZIRPUR,MAIN PATAUDI ROADVILLAGE WAZIRPURP.O WAZIRPUR  GURGOAN HARYANA-122005,WAZIRPUR,GURGAON,HARYANA,INDIAN BANK
IDIB000W016,18,WAKAD,"SECTOR 40, PLOT NO SDC 1-2, SHOP NO 17,18,19 LEGACY SQUARE, OPP KAVERI NAGAR POLICE COLONY, WAKAD, PUNE, MAHARASTRA, PIN-411057",PUNE,PUNE,MAHARASHTRA,INDIAN BANK
IDIB000W017,18,WARDHA ROAD,"PLOT NO 1A, HOUSE NO.1906, KHASRA NO.123, KARVE NAGAR, WARDHA ROAD, NAGPUR, NAGPUR DIST, MAHARASHTRA, PIN-440015",NAGPUR,NAGPUR,MAHARASHTRA,INDIAN BANK
IDIB000W018,18,WEST SAIDAPET,"SUN SHINE APARTMENTS, 32/72, WEST JONES ROAD, WEST SAIDAPET, CHENNAI, TAMIL NADU, PIN-600015",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000Y001,18,YAMUNA NAGAR,"JAGADHARI ROAD, YAMINA NAGAR, HARYANA 135001",YAMUNANAGAR,YAMUNANAGAR,HARYANA,INDIAN BANK
IDIB000Y002,18,YERCAUD,HOTEL SELECT BULDING NEAR BUS STAND YERCAUD 636601,YERCAUD,SALEM,TAMIL NADU,INDIAN BANK
IDIB000Y003,18,YANAM,3/7 BAC STREET YANAM 533464,YANAM,YAMAN,PUDUCHERRY,INDIAN BANK
IDIB000Y004,18,YELAHANKA NEW TOWN,"NO.692, III PHASE, A SECTOR,, NEW TOWN, YELAHANKA BANGALORE 560064",JALAHALLI,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000Y005,18,AMINJIKARAI,23 AND 25 PULLA AVENUE SHENOY NAGAR CHENNAI,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000Y006,18,YELLAREDYYGUDA,"S.NO.221, OPP AMMANABOLE CROSS ROAD, NH-9 NARKETPALLY 508254 NALGONDA DISTRICT",YELLAREDDIGUDA,NALGONDA,ANDHRA PRADESH,INDIAN BANK
IDIB000Y007,18,YADGIR,"5-1-197/17, FIRST FLOOR  VISHWANATH REDDY MUDNAL COMPLEX  STATION AREA, YADGIR 585202",YADGIRI,GULBARGA,KARNATAKA,INDIAN BANK
IDIB000Y008,18,YELAGIRI,"14/1A, ATHANAVUR VILLAGE, YELAGIRI, VELLORE, TAMIL NADU",VELLORE,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000Y009,18,YELLANDU ROAD  KHAMMAM,"H NO 8-2-124-1, BALAJI NAGAR, YELLANDU ROAD, KANAPURAM, KHAMMAM, TELANGANA, PIN-507002",YELLANDU,KHAMMAM,TELANGANA,INDIAN BANK
IDIB000Y010,18,YAMUNA VIHAR,"B1/3, YAMUNA VIHAR, DELHI, PIN-110053",DELHI,DELHI,DELHI,INDIAN BANK
IDIB000Z001,18,ZUZUVADI,CHOWDA REDDY BUILDING GANDHI ROADZUZUVADI  635126,ZUZUVADI,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000Z003,18,ZIRAKPUR,"SHOWROOM SITE NO.1, NEAR DOLPHIN HOTEL, KALKA, ZIRAKPUR HIGHWAY, NAC ZIRAKPUR (PUNJAB) 140603",ZIRAKPUR,PATIALA,PUNJAB,INDIAN BANK
IDIB0NEFTMU,18,SFMS BRANCH SERVER,"66,RAJAJI SALAI,CHENNAI 600001",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB0PBG001,18,PBGB  PONDICHERRY,"NO.441, MAHATMA GANDHI ROAD, MUTHIALPET, PUDUCHERRY 605 003",PONDICHERRY,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB0PLB001,18,PLGB  SALEM,"6, YERCAUD ROAD, HASTAMPATTI, SALEM 636 007",SALEM,SALEM,TAMIL NADU,INDIAN BANK
IDIB0SGB001,18,SGB  CHITTOOR,"P B NO.17 HOTEL DURGA  COMPLEX, HEAD OFFICE, CHITTOOR 517 001",CHITTOOR,CHITTOOR,ANDHRA PRADESH,INDIAN BANK
INDB0000001,33,OPERA HOUSE,"INDUSIND HOUSE, 425, DADASAHEB BHADKAMKAR MARG MUMBAI - 400 004",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000002,33,PUNE,"2401,GEN.THIMMAYYA RD. (CANTONMENT), PUNE - 411 001.",PUNE,PUNE,MAHARASHTRA,INDUSIND BANK
INDB0000003,33,BANDRA,"INDUSIND CENTRE 231, S.V. ROAD, BANDRA (WEST) 'MUMBAI - 400 050.",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000004,33,SECUNDERABAD,"1-8-448, SARDAR PATEL RD. BEGUMPET, SECUNDERABAD ┬û 500003",SECUNDERABAD,SECUNDERABAD,ANDHRA PRADESH,INDUSIND BANK
INDB0000005,33,BARAKHAMBA,"DR. GOPAL DAS BHAWAN, 28, BARAKHAMBA ROAD, NEW DELHI - 110 001",NEW DELHI,DELHI,DELHI,INDUSIND BANK
INDB0000006,33,NARIMAN POINT,"SHOP NO 2/3, ATLANTA BUILDING, GROUND FLOOR, NARIMAN POINT, MUMBAI 400 021",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000007,33,CHENNAI,"NO.3 VILLAGE ROAD NUNGAMBAKKAM, 'CHENNAI - 600 034",CHENNAI,CHENNAI,TAMIL NADU,INDUSIND BANK
INDB0000008,33,BANGALORE,"GROUND FLOOR, CENTENARY BUILDING, NO. 28, M. G. ROAD, BANGALORE ┬û 560 001",BANGALORE,BANGALORE,KARNATAKA,INDUSIND BANK
INDB0000009,33,AHMEDABAD,"WORLD BUSINESS HOUSE, M. G. ROAD 'NR. PARIMAL GARDEN, ELLIS BRIDGE AHMEDABAD - 380015",AHMEDABAD,AHMEDABAD,GUJARAT,INDUSIND BANK
INDB0000010,33,KOCHI,"GOWRINARAYAN, (OPP. TO NEW JAYALAKSHMI SILKS), '40/8399, 8400, M. G. ROAD, KOCHI ┬û 682035",KOCHI,ERNAKULAM,KERALA,INDUSIND BANK
INDB0000011,33,INDORE,"INDUSTRY HOUSE 15 AGRA MUMBAI ROAD, OLD PALASIA, INDORE - 452 001",INDORE,INDORE,MADHYA PRADESH,INDUSIND BANK
INDB0000012,33,GREATER KAILASH II,M-56 GREATER KAILASH II (MAIN MARKET) NEW DELHI ┬û 110 048,NEW DELHI,DELHI,DELHI,INDUSIND BANK
INDB0000014,33,CHANDIGARH,"S.C.O. NO.53-54, SECTOR 8-C, 'MADHYA MARG CHANDIGARH - 160 018.",CHANDIGARH,CHANDIGARH,CHANDIGARH,INDUSIND BANK
INDB0000015,33,KOLKATA,"SAVITRI TOWERS, 3A, UPPER WOOD STREET, KOLKATA ┬û 700 017",KOLKATTA,KOLKATA,WEST BENGAL,INDUSIND BANK
INDB0000016,33,JAIPUR,"SANGAM COMPLEX, GR.FLR.CHURCH ROAD,'JAIPUR 302 001",JAIPUR,JAIPUR,RAJASTHAN,INDUSIND BANK
INDB0000017,33,BARODA,"GROUND FLOOR & 1ST FLOOR, GOLD CROFT, VISHWAS COLONY, JETALPUR ROAD, BARODA ┬û 390 005",BARODA,BARODA (VADODARA),GUJARAT,INDUSIND BANK
INDB0000018,33,ANDHERI,"ACME PLAZA, C.T.S. NO. 32OPP. SANGAM TALKIES, ANDHERI-KURLA ROAD,'ANDHERI (E), MUMBAI 400 059",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000019,33,LUCKNOW,"K'S TRIDENT, 10 RANA PRATAP MARG, LUCKNOW ┬û 226 001, UTTAR PRADESH",LUCKNOW,LUCKNOW,UTTAR PRADESH,INDUSIND BANK
INDB0000020,33,LUDHIANA,"SCO 12, 13, CANAL COLONY, NEAR NRI SILK STORE, PAKHOWAL ROAD, LUDHIANA ┬û 141 001",LUDHIANA,LUDHIANA,PUNJAB,INDUSIND BANK
INDB0000021,33,COIMBATORE,"652-662, TRISTAR TOWERSAVANASHI ROAD,'COIMBATORE 641 037",COIMBATORE,COIMBATORE,TAMIL NADU,INDUSIND BANK
INDB0000067,33,MANGALORE,"GROUND FLOOR, HOTEL PANCHMAHAL COMPLEX, KODIALBAIL, MANGALORE ┬û 575 003",MANAGALORE,DAKSHINA KANNADA,KARNATAKA,INDUSIND BANK
INDB0000022,33,GURGAON,"BLOCK A, SUSHANT LOK, PHASE I, TOWER B, FIRST INDIA PLACE,'GR. FLOOR, MEHRAULI-GURGAON ROAD, GURGAON 122002, HARYANA",NEW DELHI,GURGAON,HARYANA,INDUSIND BANK
INDB0000023,33,SURAT,"G-2, EMPIRE STATE BLDG., NEAR UDHANA DARWAJA,'RING ROAD, SURAT 395 002",SURAT,SURAT,GUJARAT,INDUSIND BANK
INDB0000024,33,VASHI,"SHOWROOM NOS. 3  5 PLOT NO. 21, SECTOR 24 VASHI  TURBHE 'NAVI MUMBAI 400 705",THANE,THANE,MAHARASHTRA,INDUSIND BANK
INDB0000025,33,NAGPUR,"SHRI SWAMI PLAZA, 97, EAST HIGH COURT ROAD, RAMDAS PETH, NAGPUR ┬û 440 010",NAGPUR,NAGPUR,MAHARASHTRA,INDUSIND BANK
INDB0000026,33,JODHPUR,"CITY CENTRE BLDG., GROUND FLOOR,  NEAR SANGHI PETROL PUMP, STATION ROAD,  JODHPUR ┬û 342 001, RAJASTHAN",JODHPUR,JODHPUR,RAJASTHAN,INDUSIND BANK
INDB0000027,33,RAIPUR,"KRISHNA COMPLEX, LAL BAHADUR SHASTRI SQUARE,'JAIL ROAD, RAIPUR, CHATTISGARH 492 001",RAIPUR,RAIPUR,CHANDIGARH,INDUSIND BANK
INDB0000028,33,LOKHANDWALA,"B-10 GOPI CHAMBERS, NEW LINK ROAD, OPP. CITI MALL, ANDHERI (W), MUMBAI ┬û 400 053",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000029,33,GARIAHAT,"2/1 A, EKDALIA ROAD, KOLKATA-700019",GARIAHAT,KOLKATA,WEST BENGAL,INDUSIND BANK
INDB0000030,33,RANCHI,"JAIN ENCLAVE BLDG., 56/B, MAIN ROAD,'NEAR HERO HONDA SHOWROOM, RANCHI 834 001",RANCHI,RANCHI,JHARKHAND,INDUSIND BANK
INDB0000031,33,PREET VIHAR,"C-61, PREET VIHARVIKAS MARG,'NEW DELHI 110 092",NEW DELHI,DELHI,DELHI,INDUSIND BANK
INDB0000032,33,DHANBAD,"SHASTRI NAGAR, BESIDE LAXMI PETROL PUMP,'BANK MORE,  DHANBAD ┬û 826 001JHARKHAND",DHANBAD,DHANBAD,JHARKHAND,INDUSIND BANK
INDB0000033,33,FORT,"PREMISES NO.59 & 61, SONAWALA BUILDING, 57, MUMBAI SAMACHAR MARG, OPP BOMBAY STOCK EXCHANGE, FORT, MUMBAI ┬û 400 001, MAHARASHTRA",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000034,33,ERODE,"J.B.PLAZA, NO. 1155, METTUR ROAD, ERODE ┬û 638 011",ERODE,ERODE,TAMIL NADU,INDUSIND BANK
INDB0000035,33,BHUBANESHWAR,"NO. 78, JANPATH, KHARAVELA NAGAR, UNIT III, BHUBANESHWAR ┬û 751 001",BHUBANESHWAR,KHURDA,ODISHA,INDUSIND BANK
INDB0000036,33,NOIDA,"N 10-11, SECTOR 18, NOIDA ┬û 201 301",NEW DELHI,GAUTAM BUDH NAGAR,UTTAR PRADESH,INDUSIND BANK
INDB0000037,33,VARANASI,"D-59/105-67, CHANDRIKA NAGAR COLONY, SIGRA, VARANASI ┬û 221 010, UTTAR PRADESH",VARANASI,VARANASI,UTTAR PRADESH,INDUSIND BANK
INDB0000038,33,GUWAHATI,"G. S. ROAD, BHANGAGARH, 'GUWAHATI 781 005",GUWAHATI,KAMRUP,ASSAM,INDUSIND BANK
INDB0000039,33,BASAVANGUDI,"NO. 87, BULL TEMPLE ROAD, BASAVANAGUDI, BANGALORE 560004",BASAVANGUDI,BANGALORE,KARNATAKA,INDUSIND BANK
INDB0000040,33,THANE,"JINJA SOCIETY, OPP. DHAMANI ESTATE, L. B. S. MARG,'THANE  400 602",THANE,THANE,MAHARASHTRA,INDUSIND BANK
INDB0000041,33,KANPUR,"113/120,  OPPOSITE MOTI JHEEL GATE,'SWAROOP NAGAR, KANPUR 208 002",KANPUR,KANPUR,UTTAR PRADESH,INDUSIND BANK
INDB0000042,33,BHOPAL,"KWALITY BUSINESS CENTRE, GROUND FLOOR,PLOT NO.7, ZONE II, M.P. NAGAR (BANK STREET)BHOPAL - 462011",BHOPAL,BHOPAL,MADHYA PRADESH,INDUSIND BANK
INDB0000043,33,PUNJABI BAUG,"21 WEST AVENUE, PUNJABI BAGH WEST,NEW DELHI- 110026",NEW DELHI,DELHI,DELHI,INDUSIND BANK
INDB0000044,33,JANAKPURI,"B 23, COMMUNITY CENTRE, JANAKPURI, NEW DELHI - 110 058",NEW DELHI,DELHI,DELHI,INDUSIND BANK
INDB0000045,33,JALLANDHAR,"#10 R, MODEL TOWN, MALL ROAD, JALLANDHAR, PUNJAB - 144001",JALLANDAR,JALANDHAR,PUNJAB,INDUSIND BANK
INDB0000046,33,ANNA NAGAR,"AL COMPLEX, W 115 A,  3RD AVENUE, ANNANAGAR,' CHENNAI 600040",CHENNAI,CHENNAI,TAMIL NADU,INDUSIND BANK
INDB0000047,33,MULUND,"MARATHON MAX, SHOP NO. 12-15, MULUND -GOREGAON LINK ROAD, 'MULUND (W), MUMBAI -400080",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000048,33,KANDIVALI (WEST),"SHOP NO. 5, BETWEEN A & B WING, KAMALA NAGAR, 'M G ROAD, KANDIVALI (W), MUMBAI - 400 067",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000049,33,HAPUR,"RAJAN PLAZA, 128, RAILWAY ROAD, 'HAPUR-245101",NEW DELHI,GHAZIABAD,UTTAR PRADESH,INDUSIND BANK
INDB0000050,33,THIRUVANANTHAPURAM,"JANVILLA CITY CENTRE, VELLAYAMBALAM - SASTHAMANGALAM ROAD, SASTHAMANGALAM P.O., THIRUVANANTHAPURAM ┬û 695 010",THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,KERALA,INDUSIND BANK
INDB0000051,33,ADYAR,"SREELA TERRACE, OLD NO. 48, NEW NO. 105, 1ST MAIN ROAD, GANDHI NAGAR, ADYAR,  CHENNAI-600020",CHENNAI,CHENNAI,TAMIL NADU,INDUSIND BANK
INDB0000052,33,BURRA BAZAR,"DHANDHANIA HOUSE, C R AVENUE,  1ST FLOOR, 203, C R AVENUE,  KOLKATTA ┬û 700 006, WEST BENGAL",KOLKATTA,KOLKATA,WEST BENGAL,INDUSIND BANK
INDB0000053,33,CHEMBUR,"GROUND FLOOR, S-2, SILVANTO # 349 ┬û A, CENTRAL AVENUE ROAD,  CHEMBUR, MUMBAI - 400 071",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000054,33,DEHRADUN,"GROUND FLOOR, 59/4, INTERNATIONAL TRADE CENTER, RAJPUR ROAD, OPPOSITE UTTARANCHAL SECRETARIAT, DEHRADUN 248001",DEHRADUN,DEHRADUN,UTTARAKHAND,INDUSIND BANK
INDB0000055,33,PATNA,"SHOWROOM NO. SR02, RAJENDRA RAM PLAZA,'EXHIBITION ROAD, PATNA",PATNA,PATNA,BIHAR,INDUSIND BANK
INDB0000056,33,DADAR,"INDUSIND BANK, GROUND FLOOR, MTNL MATUNGA TELEPHONE EXCHANGE BUILDING, DR.B A ROAD, OPP. MATUNGA POLICE STATION, MATUNGA EAST, MUMBAI┬û400 019.",MUMBAI,MUMBAI,MAHARASHTRA,INDUSIND BANK
INDB0000057,33,VIJAYAWADA,"M. G. ROAD, NEAR BENZ CIRCLE, VIJAYAWADA-520010",VIJAYAWADA,KRISHNA,ANDHRA PRADESH,INDUSIND BANK
INDB0000058,33,HUBLI,"RR┬ÆS MAHALAXMI MANSION, DESAI CROSS, PINTO ROAD, HUBLI 580 020",HUBLI,DHARWAD,KARNATAKA,INDUSIND BANK
INDB0000059,33,SILIGURI,"GOLDEN PLAZA, GROUND FLOOR, 'BURDWAN ROAD, SILIGURI 734 401",SILIGURI,DARJEELING,WEST BENGAL,INDUSIND BANK
INDB0000060,33,MYSORE,"NO. 28, DEVARAJ URS ROAD, DEVRAJ MOHALLA, 'MYSORE - 570 001",MYSORE,MYSORE,KARNATAKA,INDUSIND BANK
INDB0000061,33,GUNTUR,"D NO 6-9-17, RATNADEEPIKA PLAZA, 9/1 ARUNDELPET, GUNTUR - 522002",GUNTUR,GUNTUR,ANDHRA PRADESH,INDUSIND BANK
INDB0000062,33,AURANGABAD,"ETHIBIZ CTS NO. 12996, OPP. JAMMU & KASHMIR BANK 'JALNA ROAD, AURANGABAD - 431001",AURANGABAD,AURANGABAD,MAHARASHTRA,INDUSIND BANK
INDB0000063,33,KURNOOL,"40/581, S.V.COMPLEX, R. S. ROAD, 'KURNOOL  - 518004",KURNOOL,KURNOOL,ANDHRA PRADESH,INDUSIND BANK
INDB0000064,33,AGRA,"BLOCK NO.48/6, GROUND FLOOR, PUNEET VRINDAVAN BUILDING 'SANJAY PLACE, AGRA - 282002",AGRA,AGRA,UTTAR PRADESH,INDUSIND BANK
INDB0000065,33,JAMNAGAR,"CORPORATE HOUSE, GROUND FLOOR, OPP. ST. ANN┬ÆS HIGH SCHOOL, P.N.MARG, JAMNAGAR ┬û 361 001 ┬û GUJARAT",JAMNAGAR,JAMNAGAR,GUJARAT,INDUSIND BANK
INDB0000066,33,GANDHIDHAM,"AMAR COMPLEX, PLOT NO. 158, WARD 12 - B,'GANDHIDHAM 370 201",GANDHIDHAM,KACHCH,GUJARAT,INDUSIND BANK
IOBA0000238,12,SIKKAL,"2 BY 75 C,SOUTH STREET,SIKKAL,PIN 611108",SIKKAL,NAGAPATTINAM,TAMIL NADU,INDIAN OVERSEAS BANK
INDB0000068,33,JAMSHEDPUR,"SWAMY BUILDING, SAKCHI BOULEVARD SHOP AREA,'MAIN ROAD (OPP. RAM MANDIR), BISTUPUR, JAMSHEDPUR 831 001",JAMSHEDPUR,PURBI SINGHBHUM,JHARKHAND,INDUSIND BANK
INDB0000069,33,KHARAGPUR,"ATWALS REAL ESTATE PVT LTD, O T ROAD, KHARAGPUR 721 305",KHARAGPUR,PASCHIM MEDINIPUR,WEST BENGAL,INDUSIND BANK
INDB0000070,33,CUTTACK,"PLOT NO. 1320, BAJRAKABATI ROAD, 'CUTTACK 753 001",CUTTAK,CUTTACK,ODISHA,INDUSIND BANK
INDB0000071,33,CHITTOOR,"DNO. 20-114, NAIDU BUILDINGS, NAIDU BUILDING ROAD 'CHITTOOR - 517 001",CHITTOOR,CHITTOOR,ANDHRA PRADESH,INDUSIND BANK
INDB0000072,33,HISSAR,"SCO NO. 91 RED SQUARE  MARKET, 'NEAR TELEPHONE EXCHANGE, HISSAR ┬û 125 001",HISSAR,HISSAR,HARYANA,INDUSIND BANK
INDB0000073,33,KARNAL,"SCO 254, SECTOR 12,'PART 1, KARNAL 132 001",KARNAL,KARNAL,HARYANA,INDUSIND BANK
