ifsc,bank_id,branch,address,city,district,state,bank_name
IDIB000J029,18,JAMIA MILIA ISLAMIA,"JAMIA MILIA ISLAMIA UNIVERSITY, OKHLA ROAD, JAMIA NAGAR, NEW DELHI 110025",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000J030,18,JHARSUGUDA,BEHRA MAAL KISAN CHOWK SAMBALPUR-ROURKELA ROAD JHARSGUDA 768202,JHARSUGUDA,JHARSUGUDA,ODISHA,INDIAN BANK
IDIB000J031,18,JHAJJAR,"PLOT NO.103, KANWAR SINGH COLONY, ROHTAK ROAD, JHAJJAR ┬û 124103",JHAJJAR,JHANJHAR,HARYANA,INDIAN BANK
IDIB000J032,18,JASODHA NAGAR,KARNAVATI SCHOOL BUILDING NEAR. BARODA EXPRESS HIGHWAY CTM CHAR RASTA AHMEDABAD - 3800026,AHMEDABAD,AHMEDABAD,GUJARAT,INDIAN BANK
IDIB000J033,18,JASOLA,"ASIA PACIFIC INSTITUTE OF MNGMT 3 AND 4, INSTITUTIONAL AREA JASOLA (OPP. SARITA VIHAR) NEWDELHI 110026",DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000J034,18,JAGANNAICKPUR,ANDHRA POLYTECHNIC COLLEGE CAMPUS JAGANNAICKPUR KAKINADA  533002,KAKINADA,EAST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000J035,18,JAYANKONDAM,"54, SANNADHI STREET JAYANKONDAM UDAYARPALAYAM TK 621802",UDAYARPALAYAM,PERAMBALUR,TAMIL NADU,INDIAN BANK
IDIB000J036,18,JUDICIAL LAYOUT  YELAHANKA,"# 1813, VIII MAIN JUDICIAL LAYOUT, YELAHANKA POST, BANGALORE - 560065",YELAHANKA,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000J037,18,JEPPIAAR ENG COL SEMMENCHERRY,"JEPPIAAR ENGINEERING COLLEGE, SEMMEENCHERRY, RAJIV GANDHI SALAI, OMR , CHENNAI 600119",KANCHIPURAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000J038,18,JAGATSINGHPUR,"AT-PO- DURGABAZZAR ,JAGATSINGHPUR,JAGATSINGHPUR DIST,ORISSA STATE,PIN 754103",JAGATSINGHPUR,JAGATSINGHPUR,ODISHA,INDIAN BANK
IDIB000J039,18,JANGIPUR,"LALGOLA MAHARAJA ROAD,RAGHUNATHGANJ",JANGIPUR,MURSHIDABAD,WEST BENGAL,INDIAN BANK
IDIB000J040,18,JANGPURA,"3,DEFENCE COLONY FLYOVER MARKET,NEW DELHI,110024",DELHI,DELHI,DELHI,INDIAN BANK
IDIB000J041,18,JAUNPUR,KUTCHERY ROAD  CIVIL LINE  NEAR SBI  JAUNPUR 222002,JAUNPUR,JAUNPUR,UTTAR PRADESH,INDIAN BANK
IDIB000J042,18,JALAGAON,"99  POLAN PETH, FIRST FLOOR  DANA BAJAR  JALGAON 425001",JALGAON,JALGAON,MAHARASHTRA,INDIAN BANK
IDIB000J043,18,JALNA,OPP LAKSHI MATA MANDIR  SINDHI BAZAR  JALNA 431203,JALNA,JALNA,MAHARASHTRA,INDIAN BANK
IDIB000J044,18,JHUMRI TILAIYA,AGRESEN PATH  JHUMRITELIYA 825409,JHUMRITILAIYA,KODERMA,JHARKHAND,INDIAN BANK
IDIB000J045,18,JODA,WARD NO-5  OPPOSITE TARINI TALKIES  JODA 758034,JODA,KEONJHAR,ODISHA,INDIAN BANK
IDIB000J046,18,JAGGAYYAPET,7-15  APSARA THEATRE ROAD  JAGGAYYAPET 521175,JAGGAYYAPET,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000J047,18,JUJHAR NAGAR,OPP 39 WEST  MALOYA ROAD  VILLAGE JUJHAR NAGAR  BEHLOLPUR 160014,CHANDIGARH,CHANDIGARH,CHANDIGARH,INDIAN BANK
IDIB000J048,18,JHUNJHUNU,B-111SUBHASH MARGINDIRA NAGARJHUNJHUNU  RAJASTHAN-333001,JHUNJHUNU,JHUNJHUNU,RAJASTHAN,INDIAN BANK
IDIB000J049,18,JUVVALAPALEM ROAD,D.NO.1-9-1 ADARSH NAGARJUVVALAPALEM ROADNEAR RAMALAYAMBHIMAVARAM  WEST GODAVARI DISTRICT ANDHRA PRADESH-534202,JUVVALAPALEM,WEST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000J050,18,JAYYARAM,DO.NO.5-207/1JAYYARAMMARIPEDA MANDAL  WARANGAL ANDHRA PRADESH - 506104,MARIPEDA,WARANGAL,ANDHRA PRADESH,INDIAN BANK
IDIB000J051,18,JIND,"SCO-21, DISTT. SHOPPING CENTRE, HUDA GROUND, NEAR KAHRAB HOSPITAL, JIND, HARYANA",JIND,JIND,HARYANA,INDIAN BANK
IDIB000J052,18,J P NAGAR I PHASE,"1309, 9TH CROSS, J P NAGAR I PHASE, BANGALORE, KARNATAKA, PIN 560078",BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000J053,18,JAGANNATH ROAD,"PLOT NO.1239/1240, ROAD NO.13, LABANYABATI MARKET COMPLEX, JAGANATHA NAGAR, RASULGARH, BHUBANESHWAR, KHURDA DIST, ODISSA, PIN-751010",BHUBANESWAR,KHURDA,ODISHA,INDIAN BANK
IDIB000J054,18,JAMUI,"KHAIRA ROAD, JAMUI, JAMUI DIST, BIHAR,PIN-811307",JAMUI,JAMUI,BIHAR,INDIAN BANK
IDIB000J055,18,JEHANABAD,"MAKHDUMPUR UTAN, MAIN ROAD, NEAR RAILWAY STATION, JEHANABAD, BIHAR, PIN-804408",JEHANABAD,JEHANABAD,BIHAR,INDIAN BANK
IDIB000J056,18,JAJA,"TANDA - DHOLWAHA ROAD, VIA BUDHI PIND, JAJA, TEH DASUYA, HOSHIARPUR DIST, PUNJAB, PIN-144212",URMAR TANDA,HOSHIARPUR,PUNJAB,INDIAN BANK
IDIB000K001,18,KACHARAPALAYAM,10-F GOMUHI DAM ROAD KACHARAPALAYAM VADAKKANANDAL POST 606207,KACHARAPALAYAM,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000K002,18,KADAMBATTUR,67 BAZAAR STREET KADAMBATTUR TIRUVALLUR 631203,KADAMBATTUR,TIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000K003,18,KAKINADA,P B NO 5536-4-6 TEMPLE STREETKAKINADA  533001,KAKINADA,EAST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000K004,18,KALAMBUR,10 A ARNI - POLUR ROAD KALAMBUR TIRUVANNAMALAI 606903,KALAMBUR,TIRUVANNAMALAI,TAMIL NADU,INDIAN BANK
IDIB000K005,18,KALAVAI,6 BAZAAR STREET KALAVAI VELLORE 632506,KALAVAI,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000K006,18,KALAYARKOIL,196 SANNIDHI STREET KALAYARKOIL SIVAGANGAI 630551,KALAYARKOIL,SIVAGANGA,TAMIL NADU,INDIAN BANK
IDIB000K007,18,KALIAKKAVILAI,THIRUVANANTHAPURAM MAIN ROAD KALIAKKAVILAI 629153,KANYAKUMARI,KANNIYAKUMARI,TAMIL NADU,INDIAN BANK
IDIB000K008,18,KALLAI ROAD,"RAHMAT MAHAL, PALAYAM KALLAI ROAD KOZHIKODE 673002",CALICUT,KOZHIKODE,KERALA,INDIAN BANK
IDIB000K009,18,KALLUR,PUNGANUR ROAD KALLUR 517113,KALLUR,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000K010,18,KAMAVARAPUKOTA,MAIN ROAD H NO 15-16 KAMAVARAPUKOTA VIA ELURU WEST GODAVARI DT 534449,KAMAVARAPUKOTA,WEST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000K011,18,KAMMAVARPALAYAM,KAMMAVARPALAYAM KANCHEEPURAM 631502,KANCHIPURAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000K012,18,KANCHEEPURAM,41 A & B GANDHI ROADKANCHEEPURAM631501,KANCHIPURAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000K013,18,KANNIGAIPER,BAZAAR STREET KANNIGAIPER TIRUVALLUR 601102,KANNIGAIPAIR,TIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000K014,18,KANPUR,50/276 HALSI ROAD KANPUR 208001,KANPUR,KANPUR NAGAR,UTTAR PRADESH,INDIAN BANK
IDIB000K015,18,KAPURTHALA,"THE MALL, KAPURTHALA  PIN 146601",KAPURTHALA,KAPURTHALA,PUNJAB,INDIAN BANK
IDIB000K016,18,KARAIKAL,96-98BHARATHIAR ROADKARAIKALPONDICHERRY UT609602,KARAIKAL,KARAIKAL,PUDUCHERRY,INDIAN BANK
IDIB000K017,18,KARAIKUDI,21 KOVILOOR ROADKARAIKUDISIVAGANGAI630001,KARAIKUDI,SIVAGANGA,TAMIL NADU,INDIAN BANK
IDIB000K018,18,KARAMADAI,"P B NO 5 87 - A, MAIN ROADKARAMADAI 641104",KARAMADAI,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000K019,18,KARIMANGALAM (DHARM),16 PALACODE MAIN ROAD KARIMANGALAM POST DHARMAPURI 635111,KARIMANGALAM,DHARMAPURI,TAMIL NADU,INDIAN BANK
IDIB000K020,18,KARIAMANICKAM,MAIN ROAD KARIAMANICKAM NETTAPAKKAM POST 605106,KARIAMANICKAM,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000K021,18,KARIMNAGAR,"3-5-404  GANDHI ROAD,  KARIMNAGAR, ANDHRA PRADESH PIN 505001",KARIMNAGAR,KARIM NAGAR,ANDHRA PRADESH,INDIAN BANK
IDIB000K022,18,KARNAL,GURU TEGH BAHADUR MARKETG T ROAD KARNAL132001,KARNAL,KARNAL,HARYANA,INDIAN BANK
IDIB000K023,18,KAROL BAGH,13/36 ARYA SAMAJ ROAD KAROL BAGHDELHI110005,DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000K024,18,KARUNAGAPALLY,DEVASWOM BLDG KARUNAGAPPALLY KOLLAM 690518,KARUNAGAPALLY,KOLLAM,KERALA,INDIAN BANK
IDIB000K025,18,KARUMKULAM,VALIAPALLY JN PULLUVILA PO KARUMKULAM 695526,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA,INDIAN BANK
IDIB000K026,18,PINNATHUR,MARKET STREET PINNATHUR POST KODIPALEM CUDDALORE 608103,PINATHUR,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000K027,18,KARUR,"P B NO 28935 JAWAHAR BAZAAR, KARURKARUR639001",KARUR,KARUR,TAMIL NADU,INDIAN BANK
IDIB000K028,18,KARVET NAGAR,4/62 MANDAPAM ST KARVET NAGAR CHITTOOR 517582,KARVETINAGAR,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000K029,18,KASHMERE GATE,1376 LOTHIAN ROADDELHI110006110006,DELHI,NEW DELHI,DELHI,INDIAN BANK
IDIB000K030,18,KATTUMANNARKOIL,165 KUTCHERI ST KATTUMANNAR KOIL 608301,KATTUMANNARKOIL,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000K031,18,KAVERIPATNAM,"81, SALEM MAIN ROAD KAVERIPATNAM 635112",KAVERIPATNAM,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000K032,18,KAVERIPAKKAM,PLOT NO 4 & 5 KAMARAJAR STREET KAVERIPAKKAM VELLORE 632508,KAVERIPAKKAM,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000K033,18,KHALLIKOTE,MAIN ROAD KHALLIKOTE GANJAM 761030,KHALLIKOTE,GANJAM,ODISHA,INDIAN BANK
IDIB000K034,18,KHAMMAM,2-3-235 SUNDAR TALKIES ROAD KHAMMAM 507003,KHAMMAM,KHAMMAM,ANDHRA PRADESH,INDIAN BANK
IDIB000K035,18,KHANNA,"G T ROAD (NEAR OLD BUS STAND), KHANNA, LUDHIANA DISTRICT, PIN 141401",KHANNA,LUDHIANA,PUNJAB,INDIAN BANK
IDIB000K036,18,KIDDERPORE,41RAM KAMAL STREETKIDDERPOREKOLKATAWEST BENGAL700023,KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000K037,18,KILPAUK,103 NEW AVADI ROAD  KILPAUKCHENNAI600010,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000K038,18,KINGS CIRCLE,SHANMUKHANANDA HALL BUILDING  292 JAYASHANKAR YAGNIK MARGKING'S CIRCLE  400022,MUMBAI,GREATER MUMBAI,MAHARASHTRA,INDIAN BANK
IDIB000K039,18,KODAIKANAL,ANNASALAIKODAIKANALDINDUGAL DISTRICT624101,KODAIKANAL,DINDIGUL,TAMIL NADU,INDIAN BANK
IDIB000K040,18,KODAMBAKKAM,NO.347 ARCOT ROADKODAMBAKKAM600024,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000K041,18,KODUNGALLUR,"KODUNGALLURP B NO 6,  XIII / 304(5),EAST NADA680664",KODUNGALLUR,TRISSUR,KERALA,INDIAN BANK
IDIB000K042,18,KELAMANGALAM,DDDC BUILDINGS KELAMANGALAM KRISHNAGIRI 635113,KELAMANGALAM,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000K043,18,KOLATHUR (SALEM),6/3-11 METTUR MAIN ROAD KOLATHUR SALEM 636303,KOLATHUR,SALEM,TAMIL NADU,INDIAN BANK
IDIB000K044,18,KOLHAPUR,1561 C WARD SHIVAJI ROAD KOLHAPUR 416002,KOLHAPUR,KOLHAPUR,MAHARASHTRA,INDIAN BANK
IDIB000K045,18,KOMARAPALAYAM,KOMARAPALAYAMP B NO 149  62 -63 SALEM MAIN ROAD  638183,KOMARAPALAYAM,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000K046,18,KOOTHANALLUR,"P B NO. 5, 55, A.R. ROAD, KOOTHANALLUR, THIRUVARUR DISTRICT, PIN 614101",KUTHANALLUR,TIRUVARUR,TAMIL NADU,INDIAN BANK
IDIB000K047,18,KOPPA,250 T M ROAD KOPPA 577126,KOPPA,CHICKMAGALUR,KARNATAKA,INDIAN BANK
IDIB000K048,18,KOTHWAL BAZAAR,136 AUDIAPPA STREET KOTHAWAL BAZAARCHENNAI600001,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000K049,18,KOTTAKUPPAM,"78, MAHATMA GANDHI ROAD, KOTTAKUPPAM, VILLUPURAM DIST.  PIN 605104",KOTTAKUPPAM,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000K050,18,KOTTAYAM,P B NO. 105CSI BUILDING BAKER JUNCTIONKOTTAYAM  686001,KOTTAYAM,KOTTAYAM,KERALA,INDIAN BANK
IDIB000K051,18,KOVILPATTI,"895, MAIN ROAD KOVILPATTITUTICORIN 628501",KOVILPATTI,THOOTHKUDI,TAMIL NADU,INDIAN BANK
IDIB000K052,18,KRISHNAGIRI,P B NO.8150  BANGALORE ROADKRISHNAGIRI635001,KRISHNAGIRI,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000K053,18,K R ROAD,NO 70KMC BUILDINGK R ROAD  560004,BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000K054,18,KULASEKARAPATNAM,91 MAIN ROAD KULASEKARPATNAM TUTICORIN 628206,KULASEKARAPATTNAM,THOOTHKUDI,TAMIL NADU,INDIAN BANK
IDIB000K055,18,KULITHALAI,61 A PERIYAR ST CAUVEYR NAAGR 639104,KULITHALAI,KARUR,TAMIL NADU,INDIAN BANK
IDIB000K056,18,KUMBAKONAM MAIN,T S NO 492/38  DR BESANT ROAD KUMBAKONAM612001,KUMBAKONAM,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000K057,18,KUNNAMKULAM,"P B NO 17, AL-AMAL BUILDINGWADAKANCHERRY ROAD, KUNNAMKULAMTHRISSUR  680503",KUNNAMKULAM,TRISSUR,KERALA,INDIAN BANK
IDIB000K058,18,KUPPAM,T.B.ROADKUPPAM517425,KUPPAM,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000K059,18,KURABALAKOTTA,MAIN ROAD KURABALAKOTA CHITTOOR 517350,KURABALAKOTTA,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000K060,18,KURINJIPADI,59/5 REDDY STREET KURINJIPADI CUDDALORE 607302,KURINJIPADI,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000K061,18,KURNOOL,P B NO.25BHAGYA NAGARBELLARY ROADKURNOOLANDHRA PRADESH 518004,KURNOOL,KURNOOL,ANDHRA PRADESH,INDIAN BANK
IDIB000K062,18,KONGANAPURAM,SALEM MAIN ROAD KONGANAPURAM SALEM 637102,KONGANAPURAM,SALEM,TAMIL NADU,INDIAN BANK
IDIB000K063,18,KANAI,MAMBAZHAPPATTU ROAD KANAI VILLUPURAM 605301,KANAI,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000K064,18,KORAPUT,PUCHILA STREET KORAPUT ORISSA 764020,KORAPUT,KORAPUT,ODISHA,INDIAN BANK
IDIB000K065,18,KALYAN,"ZOJWALA SHOPPING CENTRE ABOVE RAMDEV HOTEL  'A' WING-I ST FLOOR, AGRA ROAD, 421301",KALYAN,THANE,MAHARASHTRA,INDIAN BANK
IDIB000K066,18,KARWAR,NO 1286 RADHAKRISHNA TEMPLE RD KARWAR 581301,KARWAR,UTTARA KANNADA,KARNATAKA,INDIAN BANK
IDIB000K067,18,KOZHENCHERRY,P B NO. 5  KOZHENCHERRY PATHANAMTHITTA DISTRICT  KERALA689641,KOZHENCHERRY,PATHANAMTHITTA,KERALA,INDIAN BANK
IDIB000K068,18,KANJODA,KANJODA KHERA DT KHEDA 387115,KANJODA,KHEDA,GUJARAT,INDIAN BANK
IDIB000K069,18,KHARAGPUR,KHARAGPURMALANCHA MAIN ROADKHARIDA  721301,KHARAGPUR,WEST MEDINIPUR,WEST BENGAL,INDIAN BANK
IDIB000K070,18,KAMPTEE COLLIERIES,KAMPTEE COLLIERIES NAGPUR 441404,NAGPUR,NAGPUR,MAHARASHTRA,INDIAN BANK
IDIB000K071,18,KELLYS,6 HARLEYS ROAD KELLYS CHENNAI600010,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000K072,18,KILIANOOR,52/3/11 PODNY TINDIVANAM MN ROAD KILIANOOR VILLUPURAM 604102,KILIANOOR,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000K073,18,KABILARMALAI,2/23 JEDARPALAYAM MAIN ROAD KABILARMALAI NAMAKKAL 637204,KABILAMALAI,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000K075,18,KOTTARAKARA,P B NO. 7 KOLLAM SHENCOTTA ROAD  KOTTARAKARA  KOLLAM DIST.KERALA  686001,KOTTARAKKARA,KOLLAM,KERALA,INDIAN BANK
IDIB000K076,18,KANNANDAHALLI,"KRISHNAGIRI MAIN ROAD, KANNANDAHALLI, KANNADAHALLI POST, KRISHNAGIRI, TAMIL NADU - 635203",KRISHNAGIRI,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000K077,18,KOLIANUR,BAJANAI KOIL STREET KOLIANUR VILLUPURAM 605103,KOLIYANUR,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000K078,18,KEELAPULIYUR,MAIN ROAD KEELAPULIYUR PERAMBALUR 621115,KEELPULIYUR,PERAMBALUR,TAMIL NADU,INDIAN BANK
IDIB000K079,18,KARUNGALAKUDI,10/225 TRICHY-MADURAI MAIN ROAD KARUNGALAKKUDI MADURAI 625101,KARUNGALAKUDI,MADURAI,TAMIL NADU,INDIAN BANK
IDIB000K080,18,KADALI,5-99/1 KADALI PONNAMANDA 533248,KADALI,EAST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000K081,18,KOTABOMMALI,MAIN ROAD KOTABOMMALI SRIKAKULAM DT 532195,KOTABOMMALI,SRIKAKULAM,ANDHRA PRADESH,INDIAN BANK
IDIB000K083,18,KILKODUNGALUR,2/5 PERUMAL KOIL STREET KILKODUNGALUR 604403,KILKODUNGALORE,TIRUVANNAMALAI,TAMIL NADU,INDIAN BANK
IDIB000K084,18,KOTHAGUDA,KOTHAGUDA (VIA) NARASAMPET WARANGAL 506135,NARASAMPET,WARANGAL,ANDHRA PRADESH,INDIAN BANK
IDIB000K085,18,KRUTHIVENNU,D NO 1-109 KRUTHIVENNU KRISHNA DT 521382,KRUTTIVENNU,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000K086,18,KALLUMKADAVU,KALLUMKADAVU PATHANAPURAM 689695,KALLUMKADAVU,KOLLAM,KERALA,INDIAN BANK
IDIB000K087,18,KIRUMAMPAKKAM,CUDDALORE MAIN ROAD KIRUMAMPAKKAM  PONDICHERRY U T607402,KIRUMAMPAKKAM,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000K088,18,KONDURU,"PANCHAYAT OFFICE ROAD, A KONDURU KRISHNA DT 521227",TIRUVUR,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000K089,18,KOMMUGUDEM,MAIN ROAD KOMMUGUDEM TADEPALLIGUDEM MANDAL 534145,KOMMUGUDEM,WEST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000K091,18,KOVILANGULAM,1/127 MAIN ROAD KOVILANGULAM 626107,KOVILANGULAM,VIRUDHUNAGAR,TAMIL NADU,INDIAN BANK
IDIB000K092,18,KAKATEEYA NAGAR,9-4-84/11KAKATIYANAGAR  HYDERABAD 500008,HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH,INDIAN BANK
IDIB000K094,18,KOSURU,MAIN ROAD KOSURU KRISHNA 521150,KOSURU,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000K096,18,KANDRAKOTTAI,51 PILLAIYAR STREET KANDRAKOTTAI 607205,KANDRAKOTTAI,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000K097,18,KASANGADU,MAIN ROAD KASANGADU THANJAVUR 614613,KASANGADU,THANJAVUR,TAMIL NADU,INDIAN BANK
IDIB000K098,18,KERALAPURAM,CHANDANATHOPE PO KERALAPURAM KOLLAM 691014,KOLLAM,KOLLAM,KERALA,INDIAN BANK
IDIB000K099,18,PARIPALLY,KP XI/327A SASIRAJ BLDG PARIPALLY JN KOLLAM 691574,PARIPALLY,KOLLAM,KERALA,INDIAN BANK
IDIB000K100,18,KALLIMEDU,"EAST KALLIMEDU KALLIMEDU, VEDARANYAM TALUK NAGAPATTINAM 614809",KALLIMEDU,NAGAPATTINAM,TAMIL NADU,INDIAN BANK
IDIB000K101,18,KOOTHAKUDI,64 A AGRAHARAM STREET KOOTHAKUDI VILLUPURAM 606 307,KOOTHAKUDI,VILLUPURAM,TAMIL NADU,INDIAN BANK
IDIB000K102,18,KADAIYUR,"KADAIYUR 106, KOVAI MAIN ROAD  KADAIYUR 638701",KADAIYUR,ERODE,TAMIL NADU,INDIAN BANK
JAKA0CHOOSE,34,BARI BRAHMNA,NATIONAL HIGHWAY,BARI BRAHAMANA,SAMBA,JAMMU AND KASHMIR,JAMMU AND KASHMIR BANK LIMITED
IDIB000K103,18,KATTAMPATTI,KATTAMPATTI POST VIA ZACKARPALAYAM POLLACHI TALUK COIMBATORE 642202,KATTAMPATTI,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000K105,18,KOOVATHUR,BAZAAR STREET KOOVATHUR KANCHEEPURAM 603305,KOOVATHUR,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000K106,18,KODAMANDAPATTI,"MAIN ROAD, KODAMANDAPATTI, DHARMAPURI, TAMIL NADU - 635306",DHARMAPURI,DHARMAPURI,TAMIL NADU,INDIAN BANK
IDIB000K107,18,KARIYAMANGALAM,1/60-A2 MAIN ROAD KARIYAMANGALAM TIRUVANNAMALAI 606709,KARIAMANGALAM,TIRUVANNAMALAI,TAMIL NADU,INDIAN BANK
IDIB000K108,18,KAMBAINALLUR,SEMMANAHALLI RD OPP: POLCE STATION KAMBAINALLUR DHARMAPURI 635202,KAMBAINALLUR,DHARMAPURI,TAMIL NADU,INDIAN BANK
IDIB000K109,18,KARAPATTU,MAIN ROAD KARAPATTU UTTANGARAI TALUK KRISHNAGIRI 635207,KARAPATTU,KRISHNAGIRI,TAMIL NADU,INDIAN BANK
IDIB000K110,18,KOKKARAYANPETTAI,PALLIPALAYAM ROAD KOKKARAYANPETTAI ERODE NAMAKKAL 638 007,KOKKARAYANPATTI,NAMAKKAL,TAMIL NADU,INDIAN BANK
IDIB000K111,18,KATTUR,"20, BAZAAR STREET KATTUR (VIA) MINJUR TIRUVALLUR 601203",KATTUR,TIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000K112,18,KUSSAIYA,KUSSAIYA VIA KISHANPUR SAMASTIPUR 848301,KUSSIYA,SAMASTIPUR,BIHAR,INDIAN BANK
IDIB000K113,18,KARLAM,KARLAM (VIA) CHIPURUPALLI VIZIANAGARAM 535125,KARLAM,VIZIANAGARAM,ANDHRA PRADESH,INDIAN BANK
IDIB000K114,18,KUSIMI,KUSUMI VIA PALACONDA SRIKAKULAM 532440,KUSIMI,SRIKAKULAM,ANDHRA PRADESH,INDIAN BANK
IDIB000K116,18,KHARDANDA,"DEVI TAKUR KRUPA  369, LINKING ROADKHAR (WEST)400052",MUMBAI,GREATER MUMBAI,MAHARASHTRA,INDIAN BANK
IDIB000K117,18,KEDUWAN,AT KEDUWAN SAIPALI MOHASAMUND 493558,SARAIPALI,MAHASAMUND,CHANDIGARH,INDIAN BANK
IDIB000K118,18,KAVITAM,KAVITAM VIA PALAKOL 534338,KAVITAM,WEST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000K119,18,KILANILAKOTTAI,93 MAIN ROAD KILANILAKOTTAI PUDUKOTTI 622202,KILANILAIKOTTAI,PUDUKKOTTAI,TAMIL NADU,INDIAN BANK
IDIB000K120,18,KALLUPALLI,KALLUPALLE CHITTOOR 517413,KALLUPALLE,CHITTOR,ANDHRA PRADESH,INDIAN BANK
IDIB000K121,18,KAITHACODE,O G BUILDING KAITHACODE KOLLAM 691543,KUNDARA,KOLLAM,KERALA,INDIAN BANK
IDIB000K122,18,KOVALAM,44 VANIGAR STREET KOVALAM 603112,KOVALAM,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000K123,18,KOOTATHUPATTI,KOOTTATHUPATTI SALEM 636139,KOOTATHUPATTI,SALEM,TAMIL NADU,INDIAN BANK
IDIB000K125,18,KRUSHNAPRASAD,KRUSHNA PRASAD VIA NIALI CUTTACK 754004,KRISHNAPRASAD,CUTTAK,ODISHA,INDIAN BANK
IDIB000K126,18,KOLATHUR,"12 A, RED HILLS ROADKOLATHUR CHENNAI600099",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000K127,18,KARUMANDURAI,KARUMANDURAI CHINNAKALRAYAN HILLS ATTUR TALUK SALEM 636138,KARUMANDURAI,SALEM,TAMIL NADU,INDIAN BANK
IDIB000K128,18,KOZHIKODE,"LIC BUILDING, SM STREET, KOZHIKODE , KERALA, PIN 673001 PH:",CALICUT,KOZHIKODE,KERALA,INDIAN BANK
IDIB000K129,18,KADAYANALLUR,109 MAIN ROAD KADAYANALLUR 627751,KADAYANALLUR,TIRUNELVELI,TAMIL NADU,INDIAN BANK
IDIB000K130,18,KALI,"MAIN ROAD KALI, MAYILADUTURAI TALUK NAGAPATTINAM 609811",KALI,NAGAPATTINAM,TAMIL NADU,INDIAN BANK
IDIB000K131,18,KALLAKUDI,55 BAZAAR STREET KALLAKUDI TRICHY 621652,KALLAKUDY,TIRUCHIORAPPALLI,TAMIL NADU,INDIAN BANK
